project_id,project_type,region,date,section,ref,description,unit,quantity,rate,category,amount
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Supply and place C30/37 concrete to foundations,m3,197.44,201.56,Concrete & Structures,39796.01
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,Mobilisation and demobilisation of plant to site,item,1.0,3238.77,Preliminaries & Site Setup,3238.77
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,104.32,49.27,Excavation & Earthworks,5139.85
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Supply and place C25/30 concrete to foundations,m3,31.5,190.21,Concrete & Structures,5991.62
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,877.9,Professional Services & Surveys,877.9
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,Site supervision - project engineer,week,16.0,2208.22,Preliminaries & Site Setup,35331.52
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,5.0,430.55,Professional Services & Surveys,2152.75
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Landscaping & Site Finishes,,Site clearance incl. removal of vegetation and debris,m2,369.9,4.09,Landscaping & Site Finishes,1512.89
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,MOBILISATION AND DEMOBILISATION OF PLANT TO SITE,item,1.0,2641.84,Preliminaries & Site Setup,2641.84
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,BLOCKWORK WALL 215MM INCLUDING FAIR FACE AND CAPPING,m2,32.48,145.91,Concrete & Structures,4739.16
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,4.0,518.92,Professional Services & Surveys,2075.68
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,"SITE SET UP, WELFARE UNIT AND SECURE COMPOUND",week,9.0,1126.94,Preliminaries & Site Setup,10142.46
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,139.11,30.45,Preliminaries & Site Setup,4235.9
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Landscaping & Site Finishes,,Supply and erect post and rail fencing to boundary,m,763.51,31.86,Landscaping & Site Finishes,24325.43
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,322.43,35.91,Excavation & Earthworks,11578.46
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Landscaping & Site Finishes,,Site clearance c/w removal of vegetation and debris,m2,629.24,3.69,Landscaping & Site Finishes,2321.9
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Ducting & Cable Protection,,Supply and lay 4no. 110mm HDPE duct in prepared trench including bedding (as drawing),m,253.6,47.3,Ducting & Cable Protection,11995.28
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Plant & Equipment Supply,,Supply & install 400kVA ground mounted transformer,nr,4.0,17788.26,Plant & Equipment Supply,71153.04
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Professional Services & Surveys,,Topographical survey and setting out of works,day,4.0,733.83,Professional Services & Surveys,2935.32
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Supply and place C35/45 concrete to foundations,m3,64.25,265.97,Concrete & Structures,17088.57
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Ducting & Cable Protection,,S&L 4no. 110mm HDPE duct in prepared trench c/w bedding,m,179.92,37.1,Ducting & Cable Protection,6675.03
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Cabling & Terminations,,Fusion splice fibre optic cable c/w tray and closure,nr,51.0,43.16,Cabling & Terminations,2201.16
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Landscaping & Site Finishes,,SITE CLEARANCE INCLUDING REMOVAL OF VEGETATION AND DEBRIS,m2,762.78,3.64,Landscaping & Site Finishes,2776.52
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Formwork to edges and faces of concrete,m2,21.18,55.22,Concrete & Structures,1169.56
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Professional Services & Surveys,,Topographical survey and setting out of works,day,5.0,1350.51,Professional Services & Surveys,6752.55
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Ducting & Cable Protection,,Supply and lay 225mm diameter twinwall duct c/w draw rope,m,1619.74,34.04,Ducting & Cable Protection,55135.95
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,53.94,58.37,Preliminaries & Site Setup,3148.48
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,Site supervision - project engineer,week,10.0,1908.32,Preliminaries & Site Setup,19083.2
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Excavation & Earthworks,,Dewatering of excavations c/w pumps and settlement tank,week,2.0,1121.74,Excavation & Earthworks,2243.48
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Ducting & Cable Protection,,Supply and install draw rope to existing duct,m,645.68,0.71,Ducting & Cable Protection,458.43
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,Site supervision - site agent,week,6.0,2298.29,Preliminaries & Site Setup,13789.74
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Formwork to edges and faces of concrete,m2,199.61,50.47,Concrete & Structures,10074.32
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Landscaping & Site Finishes,,Site clearance including removal of vegetation and debris,m2,1851.11,3.32,Landscaping & Site Finishes,6145.69
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Preliminaries & Site Setup,,Site supervision - project engineer,week,25.0,1240.08,Preliminaries & Site Setup,31002.0
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Plant & Equipment Supply,,Supply and erect 8m public lighting column with LED lantern,nr,8.0,1547.26,Plant & Equipment Supply,12378.08
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Formwork to edges and faces of concrete (as drawing),m2,423.2,60.97,Concrete & Structures,25802.5
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Excavation & Earthworks,,Dewatering of excavations c/w pumps and settlement tank,week,6.0,1181.27,Excavation & Earthworks,7087.62
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Cabling & Terminations,,STRAIGHT JOINT TO MV CABLE,nr,5.0,1005.71,Cabling & Terminations,5028.55
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Ducting & Cable Protection,,Horizontal directional drill 250mm bore inc. entry and exit pits,m,312.4,335.52,Ducting & Cable Protection,104816.45
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Cabling & Terminations,,Pull in LV service cable 35mm2 to dwelling including duct entry,m,600.2,17.89,Cabling & Terminations,10737.58
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Ducting & Cable Protection,,Horizontal directional drill 250mm bore inc. entry and exit pits,m,88.78,260.46,Ducting & Cable Protection,23123.64
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Cabling & Terminations,,"Earthing installation including rods, tape and connections",item,1.0,1651.53,Cabling & Terminations,1651.53
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Ducting & Cable Protection,,Horizontal directional drill 180mm bore inc. entry and exit pits,m,31.44,299.64,Ducting & Cable Protection,9420.68
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Ducting & Cable Protection,,Supply and lay 160mm diameter twinwall duct including draw rope,m,873.48,28.02,Ducting & Cable Protection,24474.91
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Supply and fix A393 mesh reinforcement,m2,542.99,13.54,Concrete & Structures,7352.08
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,3383.05,2.43,Cabling & Terminations,8220.81
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Excavation & Earthworks,,Excavation in rock incl. breaking and removal,m3,120.2,219.48,Excavation & Earthworks,26381.5
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Plant & Equipment Supply,,Supply and install feeder pillar including connections,nr,7.0,1756.38,Plant & Equipment Supply,12294.66
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,CONSTRUCT REINFORCED CONCRETE PLINTH TO SUBSTATION UNIT,nr,6.0,4251.11,Concrete & Structures,25506.66
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Professional Services & Surveys,,Utility detection survey and slit trenching prior to excavation,nr,43.0,406.82,Professional Services & Surveys,17493.26
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,SUPPLY AND FIX A393 MESH REINFORCEMENT,m2,494.35,14.2,Concrete & Structures,7019.77
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Supply and place C35/45 concrete to foundations,m3,9.58,250.03,Concrete & Structures,2395.29
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Concrete & Structures,,Formwork to edges and faces of concrete,m2,82.8,64.25,Concrete & Structures,5319.9
P024-SUBSTATION,Substation Civils,Dublin,2023-11-09,Professional Services & Surveys,,Topographical survey and setting out of works,day,4.0,1052.47,Professional Services & Surveys,4209.88
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Traffic Management,,Road closure licence and advance warning signage,item,2.0,577.02,Traffic Management,1154.04
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Excavation & Earthworks,,SUPPLY AND PLACE IMPORTED GRANULAR FILL CLAUSE 804,m3,527.6,33.86,Excavation & Earthworks,17864.54
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Cabling & Terminations,,"Earthing installation including rods, tape and connections",item,1.0,2785.4,Cabling & Terminations,2785.4
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,351.05,27.82,Preliminaries & Site Setup,9766.21
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Professional Services & Surveys,,Topographical survey and setting out of works,day,17.0,857.87,Professional Services & Surveys,14583.79
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Road Reinstatement & Surfacing,,REINSTATE ROAD MARKINGS TO MATCH EXISTING,m,560.69,8.04,Road Reinstatement & Surfacing,4507.95
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Ducting & Cable Protection,,Supply and install draw rope to existing duct,m,3407.71,0.96,Ducting & Cable Protection,3271.4
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Cabling & Terminations,,Terminate MV cable into switchgear inc. testing,nr,48.0,615.49,Cabling & Terminations,29543.52
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,164.26,33.31,Excavation & Earthworks,5471.5
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,268.5,8.57,Road Reinstatement & Surfacing,2301.04
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Cabling & Terminations,,"Earthing installation including rods, tape and connections (as drawing)",item,1.0,1387.1,Cabling & Terminations,1387.1
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices",item,1.0,3957.4,Preliminaries & Site Setup,3957.4
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Cabling & Terminations,,Supply and pull in 300mm2 3 core XLPE MV cable incl. all fixings,m,541.84,59.35,Cabling & Terminations,32158.2
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring (as drawing),m,152.48,35.16,Excavation & Earthworks,5361.2
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Preliminaries & Site Setup,,Site supervision - site agent,week,47.0,1637.83,Preliminaries & Site Setup,76978.01
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,2.0,798.03,Traffic Management,1596.06
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm,m2,10006.1,6.16,Road Reinstatement & Surfacing,61637.58
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Ducting & Cable Protection,,Supply & lay 160mm diameter twinwall duct incl. draw rope,m,1274.1,21.73,Ducting & Cable Protection,27686.19
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Chambers & Jointing Bays,,Raise or lower existing chamber to finished road level,nr,31.0,315.41,Chambers & Jointing Bays,9777.71
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Cabling & Terminations,,"Earthing installation c/w rods, tape and connections (as drawing)",item,1.0,2076.76,Cabling & Terminations,2076.76
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,362.43,24.64,Excavation & Earthworks,8930.28
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Ducting & Cable Protection,,Horizontal directional drill 180mm bore c/w entry and exit pits,m,89.67,406.81,Ducting & Cable Protection,36478.65
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Chambers & Jointing Bays,,Raise or lower existing chamber to finished road level,nr,42.0,457.95,Chambers & Jointing Bays,19233.9
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,662.55,Traffic Management,662.55
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Traffic Management,,Provision of traffic management with two-way portable signals,week,38.0,1756.5,Traffic Management,66747.0
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Preliminaries & Site Setup,,Temporary fencing and site security hoarding,m,889.18,22.04,Preliminaries & Site Setup,19597.53
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Professional Services & Surveys,,Topographical survey and setting out of works,day,13.0,776.52,Professional Services & Surveys,10094.76
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Ducting & Cable Protection,,SUPPLY & LAY 6NO. 110MM HDPE DUCT IN PREPARED TRENCH INCLUDING BEDDING,m,1962.53,40.87,Ducting & Cable Protection,80208.6
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Chambers & Jointing Bays,,Raise or lower existing chamber to finished road level,nr,51.0,216.82,Chambers & Jointing Bays,11057.82
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Road Reinstatement & Surfacing,,Supply and lay 50mm HRA surface course,m2,934.94,22.63,Road Reinstatement & Surfacing,21157.69
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Ducting & Cable Protection,,HORIZONTAL DIRECTIONAL DRILL 125MM BORE INCLUDING ENTRY AND EXIT PITS,m,38.4,141.69,Ducting & Cable Protection,5440.9
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Road Reinstatement & Surfacing,,Supply and lay 40mm SMA surface course,m2,1763.56,24.49,Road Reinstatement & Surfacing,43189.58
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Ducting & Cable Protection,,Concrete surround to ducts C20/25,m3,296.69,157.55,Ducting & Cable Protection,46743.51
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,311.07,Traffic Management,311.07
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Ducting & Cable Protection,,Concrete surround to ducts C20/25,m3,222.55,147.69,Ducting & Cable Protection,32868.41
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,1841.57,29.51,Excavation & Earthworks,54344.73
P025-FIBRE,Fibre Duct Network,Munster,2025-08-29,Traffic Management,,Road closure licence and advance warning signage,item,1.0,1039.72,Traffic Management,1039.72
P026-LV,LV Reinforcement,Midlands,2023-07-02,Ducting & Cable Protection,,Concrete surround to ducts C20/25,m3,55.32,170.69,Ducting & Cable Protection,9442.57
P026-LV,LV Reinforcement,Midlands,2023-07-02,Traffic Management,,Road closure licence and advance warning signage (as drawing),item,1.0,1321.57,Traffic Management,1321.57
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,1051.86,3.66,Cabling & Terminations,3849.81
P026-LV,LV Reinforcement,Midlands,2023-07-02,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,157.04,6.06,Testing & Commissioning,951.66
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,Pull in LV service cable 95mm2 to dwelling including duct entry,m,1019.78,23.27,Cabling & Terminations,23730.28
P026-LV,LV Reinforcement,Midlands,2023-07-02,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,1615.65,6.37,Testing & Commissioning,10291.69
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,FUSION SPLICE FIBRE OPTIC CABLE INCLUDING TRAY AND CLOSURE,nr,27.0,40.11,Cabling & Terminations,1082.97
P026-LV,LV Reinforcement,Midlands,2023-07-02,Excavation & Earthworks,,EXCAVATE TRENCH 900MM WIDE X 1.5M DEEP IN SOFT GROUND INCLUDING SUPPORT AND BACKFILL,m,1232.09,41.82,Excavation & Earthworks,51526.0
P026-LV,LV Reinforcement,Midlands,2023-07-02,Ducting & Cable Protection,,SUPPLY AND LAY 2no. 110mm HDPE duct in prepared trench c/w bedding,m,549.93,15.64,Ducting & Cable Protection,8600.91
P026-LV,LV Reinforcement,Midlands,2023-07-02,Preliminaries & Site Setup,,"Insurances, bonds and statutory notices",item,1.0,4813.15,Preliminaries & Site Setup,4813.15
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,Straight joint to MV cable,nr,4.0,844.22,Cabling & Terminations,3376.88
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,"Earthing installation c/w rods, tape and connections",item,1.0,1484.88,Cabling & Terminations,1484.88
P026-LV,LV Reinforcement,Midlands,2023-07-02,Excavation & Earthworks,,Dewatering of excavations incl. pumps and settlement tank,week,14.0,486.42,Excavation & Earthworks,6809.88
P026-LV,LV Reinforcement,Midlands,2023-07-02,Road Reinstatement & Surfacing,,PLANING OF EXISTING BITUMINOUS SURFACING 40MM,m2,898.63,5.82,Road Reinstatement & Surfacing,5230.03
P026-LV,LV Reinforcement,Midlands,2023-07-02,Preliminaries & Site Setup,,"Site set up, welfare unit and secure compound",week,18.0,857.78,Preliminaries & Site Setup,15440.04
P026-LV,LV Reinforcement,Midlands,2023-07-02,Road Reinstatement & Surfacing,,Planing of existing bituminous surfacing 40mm,m2,360.44,6.86,Road Reinstatement & Surfacing,2472.62
P026-LV,LV Reinforcement,Midlands,2023-07-02,Excavation & Earthworks,,Disposal of surplus excavated material off site to licensed facility,m3,1065.54,16.76,Excavation & Earthworks,17858.45
P026-LV,LV Reinforcement,Midlands,2023-07-02,Ducting & Cable Protection,,Supply and install draw rope to existing duct,m,3108.55,1.26,Ducting & Cable Protection,3916.77
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,Blow in fibre optic cable to existing subduct,m,5167.55,2.96,Cabling & Terminations,15295.95
P026-LV,LV Reinforcement,Midlands,2023-07-02,Plant & Equipment Supply,,Supply and install feeder pillar including connections,nr,3.0,1775.42,Plant & Equipment Supply,5326.26
P026-LV,LV Reinforcement,Midlands,2023-07-02,Excavation & Earthworks,,Supply and place imported granular fill Clause 804,m3,533.66,39.81,Excavation & Earthworks,21245.0
P026-LV,LV Reinforcement,Midlands,2023-07-02,Road Reinstatement & Surfacing,,Reinstate road markings to match existing,m,168.93,13.93,Road Reinstatement & Surfacing,2353.19
P026-LV,LV Reinforcement,Midlands,2023-07-02,Road Reinstatement & Surfacing,,Permanent reinstatement of footpath in bitmac to road opening licence standard,m2,2595.45,39.0,Road Reinstatement & Surfacing,101222.55
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,"Earthing installation incl. rods, tape and connections",item,1.0,1959.72,Cabling & Terminations,1959.72
P026-LV,LV Reinforcement,Midlands,2023-07-02,Testing & Commissioning,,Testing and energisation of MV network incl. switching,item,1.0,2075.37,Testing & Commissioning,2075.37
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,Terminate MV cable into switchgear including testing (as drawing),nr,3.0,711.96,Cabling & Terminations,2135.88
P026-LV,LV Reinforcement,Midlands,2023-07-02,Plant & Equipment Supply,,Supply & install 630kVA ground mounted transformer,nr,3.0,13217.15,Plant & Equipment Supply,39651.45
P026-LV,LV Reinforcement,Midlands,2023-07-02,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,140.85,52.26,Excavation & Earthworks,7360.82
P026-LV,LV Reinforcement,Midlands,2023-07-02,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,231.77,2.93,Testing & Commissioning,679.09
P026-LV,LV Reinforcement,Midlands,2023-07-02,Testing & Commissioning,,Testing and energisation of MV network including switching,item,1.0,1726.79,Testing & Commissioning,1726.79
P026-LV,LV Reinforcement,Midlands,2023-07-02,Cabling & Terminations,,Fusion splice fibre optic cable c/w tray and closure,nr,14.0,29.26,Cabling & Terminations,409.64
P026-LV,LV Reinforcement,Midlands,2023-07-02,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,561.01,39.68,Excavation & Earthworks,22260.88
P026-LV,LV Reinforcement,Midlands,2023-07-02,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8),item,1.0,417.71,Traffic Management,417.71
P026-LV,LV Reinforcement,Midlands,2023-07-02,Ducting & Cable Protection,,Horizontal directional drill 250mm bore including entry and exit pits (as drawing),m,62.16,349.2,Ducting & Cable Protection,21706.27
P026-LV,LV Reinforcement,Midlands,2023-07-02,Road Reinstatement & Surfacing,,Supply and lay 30mm AC10 surface course,m2,1083.16,18.24,Road Reinstatement & Surfacing,19756.84
P026-LV,LV Reinforcement,Midlands,2023-07-02,Preliminaries & Site Setup,,Site supervision - site agent,week,9.0,1870.7,Preliminaries & Site Setup,16836.3
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Watermains,,New 25mm water service connection to boundary box,nr,11.0,413.72,Watermains,4550.92
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Testing & Commissioning,,INSULATION RESISTANCE AND CONTINUITY TESTING OF INSTALLED CABLE,nr,6.0,254.5,Testing & Commissioning,1527.0
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Testing & Commissioning,,Testing and energisation of MV network inc. switching,item,1.0,2693.15,Testing & Commissioning,2693.15
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Road Reinstatement & Surfacing,,SUPPLY AND LAY PRECAST CONCRETE KERBING C/W HAUNCHING,m,97.25,50.63,Road Reinstatement & Surfacing,4923.77
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Excavation & Earthworks,,Trench support to deep excavation using proprietary shoring,m,157.68,55.44,Excavation & Earthworks,8741.78
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Testing & Commissioning,,Testing and energisation of MV network including switching,item,1.0,1623.02,Testing & Commissioning,1623.02
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Traffic Management,,Provision of traffic management for footpath closure and pedestrian diversion,week,6.0,719.9,Traffic Management,4319.4
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Traffic Management,,Provision of traffic management including stop/go operatives and signage,week,5.0,1387.68,Traffic Management,6938.4
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Excavation & Earthworks,,Excavate trench 750mm wide x 1.2m deep in soft ground incl. support and backfill,m,127.81,33.8,Excavation & Earthworks,4319.98
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Excavation & Earthworks,,Excavate trench in existing carriageway inc. saw cutting and breaking out,m,63.63,39.97,Excavation & Earthworks,2543.29
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Professional Services & Surveys,,Preparation of as-built drawings and safety file,item,1.0,1239.19,Professional Services & Surveys,1239.19
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Watermains,,SUPPLY & INSTALL SLUICE VALVE 200MM INCLUDING SURROUND BOX,nr,3.0,1657.09,Watermains,4971.27
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Road Reinstatement & Surfacing,,Supply & lay 50mm HRA surface course,m2,115.41,30.04,Road Reinstatement & Surfacing,3466.92
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Watermains,,Supply and install fire hydrant including marker post,nr,1.0,981.09,Watermains,981.09
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Excavation & Earthworks,,Excavation in rock incl. breaking and removal (as drawing),m3,30.17,168.16,Excavation & Earthworks,5073.39
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Traffic Management,,Preparation and approval of traffic management plan (Chapter 8) (as drawing),item,1.0,1508.82,Traffic Management,1508.82
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Watermains,,New 25mm water service connection to boundary box,nr,7.0,667.74,Watermains,4674.18
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Excavation & Earthworks,,Supply and place imported granular fill Clause 804 (as drawing),m3,120.02,72.58,Excavation & Earthworks,8711.05
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Preliminaries & Site Setup,,Site supervision - site agent (as drawing),week,5.0,1763.76,Preliminaries & Site Setup,8818.8
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Watermains,,Supply & lay 180mm PE100 watermain incl. fittings (as drawing),m,48.03,97.94,Watermains,4704.06
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Chambers & Jointing Bays,,Supply and fit B125 composite cover and frame to chamber,nr,2.0,310.57,Chambers & Jointing Bays,621.14
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Traffic Management,,Provision of traffic management including stop/go operatives and signage,week,15.0,1220.51,Traffic Management,18307.65
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Testing & Commissioning,,Testing and energisation of MV network c/w switching,item,1.0,2437.75,Testing & Commissioning,2437.75
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Testing & Commissioning,,Insulation resistance and continuity testing of installed cable,nr,2.0,155.65,Testing & Commissioning,311.3
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Watermains,,S&I sluice valve 150mm including surround box,nr,3.0,1119.0,Watermains,3357.0
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Watermains,,Supply and install fire hydrant incl. marker post,nr,3.0,978.08,Watermains,2934.24
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Testing & Commissioning,,Insulation resistance and continuity testing of installed cable,nr,1.0,234.34,Testing & Commissioning,234.34
P027-WATERMAIN,Watermain Rehabilitation,Midlands,2023-02-26,Testing & Commissioning,,"Pressure testing, swabbing and disinfection of new watermain",m,350.11,2.98,Testing & Commissioning,1043.33
